STATEFP,GEOID,NAME,NAMELSAD,FIPS,RADII,STORMID,BASIN,STORMNUM,ADVNUM,STARTDTG,ENDDTG
45,45049,Hampton,Hampton County,45049,34.0,AL102023,al,10.0,000,2023082612,2023090806
13,13287,Turner,Turner County,13287,34.0,AL102023,al,10.0,000,2023082612,2023090806
37,37133,Onslow,Onslow County,37133,34.0,AL102023,al,10.0,000,2023082612,2023090806
37,37065,Edgecombe,Edgecombe County,37065,34.0,AL102023,al,10.0,000,2023082612,2023090806
13,13017,Ben Hill,Ben Hill County,13017,34.0,AL102023,al,10.0,000,2023082612,2023090806
12,12003,Baker,Baker County,12003,34.0,AL102023,al,10.0,000,2023082612,2023090806
12,12115,Sarasota,Sarasota County,12115,34.0,AL102023,al,10.0,000,2023082612,2023090806
45,45051,Horry,Horry County,45051,34.0,AL102023,al,10.0,000,2023082612,2023090806
13,13155,Irwin,Irwin County,13155,34.0,AL102023,al,10.0,000,2023082612,2023090806
13,13209,Montgomery,Montgomery County,13209,34.0,AL102023,al,10.0,000,2023082612,2023090806
13,13165,Jenkins,Jenkins County,13165,34.0,AL102023,al,10.0,000,2023082612,2023090806
37,37191,Wayne,Wayne County,37191,34.0,AL102023,al,10.0,000,2023082612,2023090806
13,13051,Chatham,Chatham County,13051,34.0,AL102023,al,10.0,000,2023082612,2023090806
12,12125,Union,Union County,12125,34.0,AL102023,al,10.0,000,2023082612,2023090806
12,12019,Clay,Clay County,12019,34.0,AL102023,al,10.0,000,2023082612,2023090806
13,13027,Brooks,Brooks County,13027,34.0,AL102023,al,10.0,000,2023082612,2023090806
13,13271,Telfair,Telfair County,13271,34.0,AL102023,al,10.0,000,2023082612,2023090806
45,45005,Allendale,Allendale County,45005,34.0,AL102023,al,10.0,000,2023082612,2023090806
45,45061,Lee,Lee County,45061,34.0,AL102023,al,10.0,000,2023082612,2023090806
45,45027,Clarendon,Clarendon County,45027,34.0,AL102023,al,10.0,000,2023082612,2023090806
12,12097,Osceola,Osceola County,12097,34.0,AL102023,al,10.0,000,2023082612,2023090806
13,13175,Laurens,Laurens County,13175,34.0,AL102023,al,10.0,000,2023082612,2023090806
12,12083,Marion,Marion County,12083,34.0,AL102023,al,10.0,000,2023082612,2023090806
45,45039,Fairfield,Fairfield County,45039,34.0,AL102023,al,10.0,000,2023082612,2023090806
37,37053,Currituck,Currituck County,37053,34.0,AL102023,al,10.0,000,2023082612,2023090806
12,12001,Alachua,Alachua County,12001,34.0,AL102023,al,10.0,000,2023082612,2023090806
12,12049,Hardee,Hardee County,12049,34.0,AL102023,al,10.0,000,2023082612,2023090806
12,12089,Nassau,Nassau County,12089,34.0,AL102023,al,10.0,000,2023082612,2023090806
13,13275,Thomas,Thomas County,13275,34.0,AL102023,al,10.0,000,2023082612,2023090806
45,45033,Dillon,Dillon County,45033,34.0,AL102023,al,10.0,000,2023082612,2023090806
37,37103,Jones,Jones County,37103,34.0,AL102023,al,10.0,000,2023082612,2023090806
13,13087,Decatur,Decatur County,13087,34.0,AL102023,al,10.0,000,2023082612,2023090806
13,13205,Mitchell,Mitchell County,13205,34.0,AL102023,al,10.0,000,2023082612,2023090806
12,12009,Brevard,Brevard County,12009,34.0,AL102023,al,10.0,000,2023082612,2023090806
12,12077,Liberty,Liberty County,12077,34.0,AL102023,al,10.0,000,2023082612,2023090806
45,45079,Richland,Richland County,45079,34.0,AL102023,al,10.0,000,2023082612,2023090806
13,13131,Grady,Grady County,13131,34.0,AL102023,al,10.0,000,2023082612,2023090806
37,37041,Chowan,Chowan County,37041,34.0,AL102023,al,10.0,000,2023082612,2023090806
13,13267,Tattnall,Tattnall County,13267,34.0,AL102023,al,10.0,000,2023082612,2023090806
37,37117,Martin,Martin County,37117,34.0,AL102023,al,10.0,000,2023082612,2023090806
12,12039,Gadsden,Gadsden County,12039,34.0,AL102023,al,10.0,000,2023082612,2023090806
37,37019,Brunswick,Brunswick County,37019,34.0,AL102023,al,10.0,000,2023082612,2023090806
13,13191,McIntosh,McIntosh County,13191,34.0,AL102023,al,10.0,000,2023082612,2023090806
45,45017,Calhoun,Calhoun County,45017,34.0,AL102023,al,10.0,000,2023082612,2023090806
13,13127,Glynn,Glynn County,13127,34.0,AL102023,al,10.0,000,2023082612,2023090806
45,45011,Barnwell,Barnwell County,45011,34.0,AL102023,al,10.0,000,2023082612,2023090806
45,45043,Georgetown,Georgetown County,45043,34.0,AL102023,al,10.0,000,2023082612,2023090806
12,12073,Leon,Leon County,12073,34.0,AL102023,al,10.0,000,2023082612,2023090806
37,37055,Dare,Dare County,37055,34.0,AL102023,al,10.0,000,2023082612,2023090806
37,37047,Columbus,Columbus County,37047,34.0,AL102023,al,10.0,000,2023082612,2023090806
45,45025,Chesterfield,Chesterfield County,45025,34.0,AL102023,al,10.0,000,2023082612,2023090806
12,12057,Hillsborough,Hillsborough County,12057,34.0,AL102023,al,10.0,000,2023082612,2023090806
12,12015,Charlotte,Charlotte County,12015,34.0,AL102023,al,10.0,000,2023082612,2023090806
13,13003,Atkinson,Atkinson County,13003,64.0,AL102023,al,10.0,000,2023082612,2023090806
12,12029,Dixie,Dixie County,12029,64.0,AL102023,al,10.0,000,2023082612,2023090806
13,13101,Echols,Echols County,13101,64.0,AL102023,al,10.0,000,2023082612,2023090806
12,12067,Lafayette,Lafayette County,12067,64.0,AL102023,al,10.0,000,2023082612,2023090806
12,12047,Hamilton,Hamilton County,12047,64.0,AL102023,al,10.0,000,2023082612,2023090806
13,13299,Ware,Ware County,13299,64.0,AL102023,al,10.0,000,2023082612,2023090806
13,13065,Clinch,Clinch County,13065,64.0,AL102023,al,10.0,000,2023082612,2023090806
13,13185,Lowndes,Lowndes County,13185,64.0,AL102023,al,10.0,000,2023082612,2023090806
13,13173,Lanier,Lanier County,13173,64.0,AL102023,al,10.0,000,2023082612,2023090806
12,12121,Suwannee,Suwannee County,12121,64.0,AL102023,al,10.0,000,2023082612,2023090806
12,12123,Taylor,Taylor County,12123,64.0,AL102023,al,10.0,000,2023082612,2023090806
12,12079,Madison,Madison County,12079,64.0,AL102023,al,10.0,000,2023082612,2023090806
