STATEFP,GEOID,NAME,NAMELSAD,FIPS,RADII,STORMID,BASIN,STORMNUM,ADVNUM,STARTDTG,ENDDTG
45,45013,Beaufort,Beaufort County,45013,50.0,AL052019,al,5.0,000,2019082406,2019090900
37,37137,Pamlico,Pamlico County,37137,50.0,AL052019,al,5.0,000,2019082406,2019090900
78,78010,St. Croix,St. Croix Island,78010,50.0,AL052019,al,5.0,000,2019082406,2019090900
37,37107,Lenoir,Lenoir County,37107,50.0,AL052019,al,5.0,000,2019082406,2019090900
37,37187,Washington,Washington County,37187,50.0,AL052019,al,5.0,000,2019082406,2019090900
78,78020,St. John,St. John Island,78020,50.0,AL052019,al,5.0,000,2019082406,2019090900
37,37049,Craven,Craven County,37049,50.0,AL052019,al,5.0,000,2019082406,2019090900
45,45041,Florence,Florence County,45041,50.0,AL052019,al,5.0,000,2019082406,2019090900
37,37061,Duplin,Duplin County,37061,50.0,AL052019,al,5.0,000,2019082406,2019090900
13,13179,Liberty,Liberty County,13179,50.0,AL052019,al,5.0,000,2019082406,2019090900
37,37017,Bladen,Bladen County,37017,50.0,AL052019,al,5.0,000,2019082406,2019090900
37,37177,Tyrrell,Tyrrell County,37177,50.0,AL052019,al,5.0,000,2019082406,2019090900
37,37143,Perquimans,Perquimans County,37143,50.0,AL052019,al,5.0,000,2019082406,2019090900
37,37095,Hyde,Hyde County,37095,50.0,AL052019,al,5.0,000,2019082406,2019090900
45,45067,Marion,Marion County,45067,50.0,AL052019,al,5.0,000,2019082406,2019090900
45,45019,Charleston,Charleston County,45019,50.0,AL052019,al,5.0,000,2019082406,2019090900
37,37015,Bertie,Bertie County,37015,50.0,AL052019,al,5.0,000,2019082406,2019090900
37,37147,Pitt,Pitt County,37147,50.0,AL052019,al,5.0,000,2019082406,2019090900
45,45029,Colleton,Colleton County,45029,50.0,AL052019,al,5.0,000,2019082406,2019090900
37,37141,Pender,Pender County,37141,50.0,AL052019,al,5.0,000,2019082406,2019090900
37,37133,Onslow,Onslow County,37133,50.0,AL052019,al,5.0,000,2019082406,2019090900
45,45051,Horry,Horry County,45051,50.0,AL052019,al,5.0,000,2019082406,2019090900
13,13051,Chatham,Chatham County,13051,50.0,AL052019,al,5.0,000,2019082406,2019090900
37,37053,Currituck,Currituck County,37053,50.0,AL052019,al,5.0,000,2019082406,2019090900
37,37103,Jones,Jones County,37103,50.0,AL052019,al,5.0,000,2019082406,2019090900
12,12009,Brevard,Brevard County,12009,50.0,AL052019,al,5.0,000,2019082406,2019090900
45,45053,Jasper,Jasper County,45053,50.0,AL052019,al,5.0,000,2019082406,2019090900
37,37041,Chowan,Chowan County,37041,50.0,AL052019,al,5.0,000,2019082406,2019090900
37,37117,Martin,Martin County,37117,50.0,AL052019,al,5.0,000,2019082406,2019090900
37,37019,Brunswick,Brunswick County,37019,50.0,AL052019,al,5.0,000,2019082406,2019090900
13,13191,McIntosh,McIntosh County,13191,50.0,AL052019,al,5.0,000,2019082406,2019090900
13,13127,Glynn,Glynn County,13127,50.0,AL052019,al,5.0,000,2019082406,2019090900
45,45043,Georgetown,Georgetown County,45043,50.0,AL052019,al,5.0,000,2019082406,2019090900
37,37055,Dare,Dare County,37055,50.0,AL052019,al,5.0,000,2019082406,2019090900
37,37047,Columbus,Columbus County,37047,50.0,AL052019,al,5.0,000,2019082406,2019090900
51,51810,Virginia Beach,Virginia Beach city,51810,50.0,AL052019,al,5.0,000,2019082406,2019090900
